atlanta,http://atlanta.craigslist.org/atl/sys/2147857875.html,MacBook Pro 13 -,950,13,NotFound,4,250
atlanta,http://atlanta.craigslist.org/atl/sys/2146500657.html,"MacBook Pro 5,3 17in Screen SnowLeopard -",2000,17,NotFound,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2146025603.html,Macbook Pro 1TB -,1200,NotFound,NotFound,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2143795224.html,MACBOOK PRO 13.3' -,1000,13,NotFound,4,250
atlanta,http://atlanta.craigslist.org/atl/sys/2143621574.html,15 apple MacBook pro -,1200,15,2.53,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2138867394.html,15 inch Apple MacBook Pro Unibody (2010)   -,1300,15,NotFound,4,300
atlanta,http://atlanta.craigslist.org/atl/wan/2138104790.html,***Wanted ***Macbook Pro 15 or 17 inch -,800,15,NotFound,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2137878686.html,MacBook pro -,899,15,2.2,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/atl/for/2136564262.html,MacBook PRO -,899,15,2.2,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2135574613.html,"Macbook Pro 13.3"" -",1050,13,NotFound,4,250
atlanta,http://atlanta.craigslist.org/atl/sys/2134273852.html,"MacBook Pro 15"" -",900,15,2.2,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2132764059.html,"15"" Apple MacBook Pro Aluminum, 2 GHz Core Duo 2 GB RAM 100 GB HD -",800,NotFound,NotFound,2,100
atlanta,http://atlanta.craigslist.org/atl/sys/2130900148.html,Macbook Pro 15' i7 4mb 500gb  -,1700,15,2.53,NotFound,500
atlanta,http://atlanta.craigslist.org/atl/sys/2123448927.html,Macbook pro 13 unibody  -,1000,13,2.4,4,NotFound
atlanta,http://atlanta.craigslist.org/eat/sys/2122957500.html,"MacBook Pro, 2.53 GHz, 8 GB RAM, AppleCare.  -",1200,10,2.53,8,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2122781858.html,Macbook pro 13 unibody + APPLECARE TILL 2013 ~ Office 11/CS5/Final Cut -,1000,13,2.4,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2117261056.html,Macbook pro 13 unibody + APPLECARE TILL 2013 ~ Office 11/CS5/Final Cut -,1050,13,2.4,4,NotFound
atlanta,http://atlanta.craigslist.org/nat/ele/2116577976.html,Macbook Pro -,800,15,2.16,2,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2116284949.html,Macbook Pro latest generation -,1000,13,NotFound,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2115755041.html,Macbook pro 13 unibody + APPLECARE TILL 2013 ~ Office 11/CS5/Final Cut -,1050,13,2.4,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2115271004.html,Apple Macbook Pro 13.3 Inch  -,950,13,NotFound,4,250
atlanta,http://atlanta.craigslist.org/atl/sys/2113573653.html,"Macbook Pro 15"" I7, 2.66ghz, 4g ram, 500gb HDD Brand New Unopened Box -",2000,15,2.66,NotFound,500
atlanta,http://atlanta.craigslist.org/atl/sys/2112256029.html,2009/2010  Macbook pro 13 unibody ~ Office 11/CS5/Final Cut 7 -,1050,13,2.4,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2111884288.html,macbook pro for sale  -,1000,13,2.26,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2111643185.html,MACBOOK PRO 2 weeks old -,1000,13,NotFound,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/msg/2109530863.html,Trade my 1988 American Fender Strat! for (Iphone 4g or macbook pro) -,1500,NotFound,NotFound,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2106964796.html,"MACBOOK PRO UNIBODY 15"" -",1300,15,2.53,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2106861154.html,MACBOOK pro -,2000,13,NotFound,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/nat/sys/2106189266.html,Apple 13in Unibody Macbook Pro -,1000,13,2.53,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/nat/sys/2105654070.html,MACBOOK PRO -,1000,15,2.4,4,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2103672040.html,Apple Macbook Pro + Software -,1250,15,NotFound,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/atl/sys/2103154418.html,MacBook Pro 15inch i5 processor w/case and custom bag.  -,2000,15,2.67,NotFound,NotFound
atlanta,http://atlanta.craigslist.org/nat/sys/2101568315.html,"Macbook Pro 13"" Over $5,500 in Software -",825,10,2.26,2,NotFound
austin,http://austin.craigslist.org/ele/2148231827.html,"MacBook Pro 15""2.4 GHz 2 gb RAM 2008 -",800,15,NotFound,2,NotFound
austin,http://austin.craigslist.org/sys/2148039588.html,"Excellent Macbook pro 15"" unibody mid 09 cpu=2.53g,Mem=4g,Hdd=320g  -",1190,10,NotFound,NotFound,NotFound
austin,http://austin.craigslist.org/sys/2147798648.html,NEW MACBOOK PRO 17IN i7 2.66ghz CORE UNOPENED! -,2700,17,2.66,NotFound,500
austin,http://austin.craigslist.org/sys/2147797342.html,"Excellent Macbook pro 15"" 2008 CPU=2.2 g,Mem=4g,HDD=320G Box &amp; Discs  -",840,10,NotFound,NotFound,NotFound
austin,http://austin.craigslist.org/sys/2146079366.html,"Macbook pro 15"" Early 08 cpu=2.2g core2 ,Hdd=320g,Mem=8g with box -",850,10,NotFound,NotFound,NotFound
austin,http://austin.craigslist.org/sys/2138348038.html,"Awesome Macbook Pro 17"" 2.16 Intel, iWork 09, iLife 11, Aperture 3 -",800,10,NotFound,2,120
austin,http://austin.craigslist.org/sys/2133753573.html,Apple MacBook Pro 15/2.4GHz/4GB RAM/320GB HDD -,1100,10,NotFound,4,320
austin,http://austin.craigslist.org/sys/2131221016.html,"13"" MacBook Pro - 2.4GHZ - LIKE NEW -",1000,10,2.4,4,NotFound
austin,http://austin.craigslist.org/sys/2124165898.html,MacBook Pro 15 -,850,10,NotFound,3,160
austin,http://austin.craigslist.org/sys/2116568578.html,Apple MacBook Pro 15.4/2.66 gHz/8 gb RAM/TWO HARD DRIVES!  LOADED! -,1600,15,NotFound,8,256
austin,http://austin.craigslist.org/sys/2109771437.html,"15"" Macbook pro unibody Excellent condition -",1300,15,2.4,NotFound,250
austin,http://austin.craigslist.org/sys/2109099042.html,"Macbook Pro 15.4"" 160GB + MAGIC Trackpad 2.4 GHZ -",800,15,2.4,NotFound,160
austin,http://austin.craigslist.org/ele/2106662801.html,"15 inch Macbook pro 5,1 Unibody -",1350,10,2.4,NotFound,250
austin,http://austin.craigslist.org/sys/2106630977.html,Macbook Pro -,900,13,2.26,NotFound,NotFound
austin,http://austin.craigslist.org/sys/2106605655.html,Selling 13in Macbook pro -,1500,13,2.53,NotFound,NotFound
austin,http://austin.craigslist.org/sys/2095132258.html,MacBook Pro 15.2.66GHz w/4GB RAM -  -,1700,15,NotFound,4,NotFound
austin,http://austin.craigslist.org/sys/2082973337.html,MacBook Pro 15.4 2.66GHz w/4GB RAM - SOFTWARE LOADED -,1600,15,2.66,4,NotFound
austin,http://austin.craigslist.org/sys/2079397972.html,"13"" MacBook Pro -",1000,13,2.26,NotFound,NotFound
boston,http://boston.craigslist.org/gbs/sys/2146221181.html,MacBook PRO -,875,15,NotFound,NotFound,NotFound
boston,http://boston.craigslist.org/gbs/sys/2146080895.html,Macbook Pro i5 2.4Ghz MC371LL/A -,1450,10,2.4,NotFound,320
boston,http://boston.craigslist.org/nos/sys/2142032360.html,Apple Macbook Pro 17 incn C2D 2.4 4gb 250g -,1100,17,NotFound,4,250
boston,http://boston.craigslist.org/bmw/sys/2139968226.html,"Macbook Pro 15"" 2.4 GHZ DualCore 4G Ram 160G HD -",950,10,2.4,NotFound,NotFound
boston,http://boston.craigslist.org/gbs/sys/2139936286.html,Macbook pro 13 inch -,900,13,2.4,2,NotFound
boston,http://boston.craigslist.org/gbs/sys/2139188494.html,Macbook Pro 13 inch -,900,13,NotFound,NotFound,NotFound
boston,http://boston.craigslist.org/gbs/sys/2139184627.html,Macbook pro 13 inch -,900,13,NotFound,NotFound,NotFound
boston,http://boston.craigslist.org/gbs/sys/2137928329.html,Macbook Pro -,850,NotFound,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/nwc/sys/2148082329.html,"15in 2.5Ghz Apple MacBook Pro - Upgrades Galore, Matte Screen! -",1700,10,2.5,4,NotFound
chicago,http://chicago.craigslist.org/nwc/sys/2147926650.html,"MacBook Pro 15"" + Extras -",1000,15,NotFound,2,160
chicago,http://chicago.craigslist.org/nch/bar/2146352160.html,**** I NEED A MACBOOK PRO **** YOU NEED POWER TOOLS !! LETS TRADE ! -,999,13,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/sys/2144058180.html,"MacBook Pro 2.4 Ghz, 4GB RAM, 15 -",800,10,2.4,4,NotFound
chicago,http://chicago.craigslist.org/chc/ele/2143550071.html,Apple 17'' Macbook Pro -,900,17,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/sys/2143169188.html,"15"" Apple MacBook Pro 2.33/ 2gigs ram MINT. -",1100,10,2.33,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/ele/2142546312.html,MACBOOK PRO LIKE NEW FOR SALE -,1100,13,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/nch/bar/2140193930.html,*** Trade DeWalt Makita Milwaukee Tools for Macbook Pro *** -,999,13,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/nwc/bar/2139845572.html,**** I NEED A MACBOOK PRO **** YOU NEED POWER TOOLS !! LETS TRADE ! -,999,13,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/sys/2137672188.html,"Apple Computer, 15 inch Macbook Pro Unibody 2.4Ghz, Max Ram -",1700,10,2.4,4,NotFound
chicago,http://chicago.craigslist.org/chc/sys/2034473434.html,"LIMITED TIME LIKE NEW 15.4"" Macbook Pro $800/O.B.O -",800,15,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/sys/2034336463.html,MACBOOK PRO 13 INCH 2.53 GHZ 4GB RAM -,950,13,2.53,4,NotFound
chicago,http://chicago.craigslist.org/sox/sys/2033769826.html,"Like new Macbook Pro 13"" -",1000,13,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/sys/2033748656.html,15 inch macbook pro (mobile studio)  -,850,NotFound,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/sys/2033731573.html,Macbook Pro 13 inch -,1000,13,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/sys/2033718649.html,"13"" Macbook Pro with Final Cut Studio 3 -",800,NotFound,NotFound,NotFound,NotFound
chicago,http://chicago.craigslist.org/chc/ele/2033499890.html,Macbook Pro 13 2.53 GHz  -,1050,13,2.53,NotFound,NotFound
dallas,http://dallas.craigslist.org/ftw/sys/2147559658.html,Need to sell Macbook Pro With Apple Care -,1200,15,2.4,NotFound,NotFound
dallas,http://dallas.craigslist.org/ftw/sys/2143545611.html,"Apple MacBook Pro ""Core 2 Duo"" 2.5 15"" (08) -",850,10,NotFound,NotFound,NotFound
dallas,http://dallas.craigslist.org/ndf/sys/2140614285.html,barely used 13 inch macbook pro -,1000,13,NotFound,NotFound,NotFound
dallas,http://dallas.craigslist.org/ftw/sys/2140435110.html,Macbook Pro 15'' With Apple Care -,1200,15,2.4,NotFound,NotFound
dallas,http://dallas.craigslist.org/ndf/sys/2139149662.html,Macbook Pro 13in 2.4GHz (great deal) -,1400,13,2.4,4,NotFound
dallas,http://dallas.craigslist.org/ndf/sys/2137897783.html,"Immaculate Macbook Pro 13"" Unibody + Apple Care -",1650,10,2.53,4,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2137316653.html,MacBook pro fully loaded  -,1800,17,NotFound,NotFound,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2135303786.html,MacBook Pro CASH ONLY -,950,13,NotFound,NotFound,160
dallas,http://dallas.craigslist.org/ftw/sys/2130759040.html,MacBook Pro - 17 inch -,1550,15,2.5,4,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2127822585.html,used Macbook Pro Unibody for sale -,1300,11,2.53,4,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2125888216.html,Macbook Pro 17 2.5Ghz High Res -,1200,17,2.5,NotFound,NotFound
dallas,http://dallas.craigslist.org/ftw/mob/2123198915.html,Macbook Pro Unibody  -,950,13,NotFound,NotFound,NotFound
dallas,http://dallas.craigslist.org/dal/ele/2122780080.html,Macbook Pro 15 -,870,10,2.2,NotFound,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2122098330.html,"Macbook Pro Unibody 15"" - i5 2.53 GHz -",1699,15,2.53,NotFound,NotFound
dallas,http://dallas.craigslist.org/ndf/ele/2120910955.html,Macbook Pro -,900,13,2.4,4,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2120375594.html,"Macbook Pro Unibody - 15"" i5 2.53 GHz -",1699,15,2.53,NotFound,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2120234724.html,Macbook Pro 2.5Ghz High Resolution -,1225,17,2.5,NotFound,NotFound
dallas,http://dallas.craigslist.org/ndf/sys/2117142562.html,Apple 512 GB SSD SATA from a new i7 MacBook Pro -,900,15,2.53,NotFound,512
dallas,http://dallas.craigslist.org/dal/sys/2116858048.html,Macbook Pro 17 2.5Ghz  -,1225,17,2.5,NotFound,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2115186890.html,Macbook Pro 17 2.5Ghz  -,1250,17,2.5,NotFound,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2115180573.html,Macbook Pro 17 2.5Ghz High Res -,1250,17,2.5,NotFound,NotFound
dallas,http://dallas.craigslist.org/ftw/sys/2113796593.html,MacBook pro 15  -,1300,15,NotFound,NotFound,NotFound
dallas,http://dallas.craigslist.org/ftw/sys/2110901354.html,"Excellent 13.3"" Macbook Pro Unibody...OBO -",1200,13,NotFound,4,500
dallas,http://dallas.craigslist.org/ndf/sys/2109425584.html,MacBook Pro 15 inch widescreen with APPLE CARE -,950,10,2.2,4,NotFound
dallas,http://dallas.craigslist.org/dal/ele/2106501843.html,15 inch Macbook Pro (2008 version) -,850,15,2.4,NotFound,250
dallas,http://dallas.craigslist.org/dal/sys/2102205751.html,. -,NotFound,NotFound,NotFound,NotFound,NotFound
dallas,http://dallas.craigslist.org/dal/sys/2089114007.html,"Apple Macbook Pro 17"" -",2200,17,2.67,NotFound,NotFound
denver,http://denver.craigslist.org/sys/2147548780.html,MacBook Pro 15 -,1300,15,2.4,2,NotFound
denver,http://denver.craigslist.org/sys/2147236232.html,"MacBook Pro 17"" &amp; Monitor -",1400,17,NotFound,NotFound,NotFound
denver,http://denver.craigslist.org/sys/2146595620.html,Macbook Pro 17 inch  -,1150,10,2.33,NotFound,320
denver,http://denver.craigslist.org/sys/2142714478.html,Macbook Pro 13 inch  -,1100,13,NotFound,NotFound,150
denver,http://denver.craigslist.org/sys/2140055797.html,"Macbook Pro, 15"", 2.53 MZ, 4 GB, 500 GB 7200 RPM -",1350,15,NotFound,4,500
denver,http://denver.craigslist.org/sys/2139209191.html,Macbook pro 15inch  -,800,15,2.4,4,NotFound
